,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Montenegro,MNE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.247120023,1.271180034,1.320150018,1.387799978,1.36796999,1.359099984,1.287350059,1.205080032,1.231549978,1.203719974,,,,,,1.211400032,1.230029941,1.261330009,1.253559947,
Mongolia,MNG,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56020999,1.551460028,1.533229947,1.461689949,1.440179944,1.431049943,1.438470006,1.422440052,1.406569958,1.395020008,1.371680021,1.360800028,1.366050005,1.355890036,1.347890019,1.327419996,1.304749966,1.294469953,1.299399972,1.271819949,1.276329994,1.293969989,1.286659956,,
Northern Mariana Islands,MNP,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,0.821020007,,,,0.500999987,,,,,0.249190003,,,0.295190006,,0.274679989,,,,,0.328929991,0.315380007,0.31487,0.297890007,0.281100005,,,,0.334100008,0.355069995,0.396010011,0.441000015,0.442900002,0.479220003,0.868409991,0.601769984,0.614350021,0.61172998,0.645319998,0.61559999,0.638000011,0.657010019,0.702099979,0.719489992,0.776660025,0.800599992,0.805800021,,
Mauritania,MRT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,0.108910002,,,,,,,,,,0.150049999,0.151280001,0.131870002,0.168439999,0.176349998,0.175950006,0.209600002,0.207749993,0.21401,0.184420004,0.197919995,0.214139998,,0.206579998,0.276730001,0.280050009,0.318839997,0.334679991,0.355060011,,0.404570013,0.403299987,0.404630005,0.414730012,0.427329987,0.442019999,,0.500760019,0.50533998,0.503180027,0.541689992,0.611710012,
Mauritius,MUS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.04933,0.22947,0.163499996,0.190280005,0.184129998,0.157120004,0.205400005,0.332610011,0.358249992,0.373380005,0.440710008,0.412609994,0.345620006,0.437900007,0.392760009,0.600419998,0.522809982,0.645959973,0.522369981,0.541800022,0.59574002,0.730059981,,,0.846080005,0.998660028,,0.842729986,,0.799870014,0.854210019,1.195039988,0.978929996,0.922049999,0.967220008,1.03046,1.006739974,1.146229982,1.191249967,1.161209941,1.172719955,1.232910037,1.246770024,1.183470011,1.187129974,1.238080025,1.224140048,1.286520004,,,
Malawi,MWI,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,0.358179986,0.38282001,0.322479993,0.320100009,0.291530013,0.295450002,0.305440009,0.34097001,0.327019989,0.250369996,0.359019995,0.356379986,0.364179999,0.318580002,0.370350003,0.418579996,0.430739999,,,0.37628001,0.375779986,,0.405119985,,0.534500003,0.533110023,0.492749989,0.491560012,,,0.592980027,0.623939991,,,,,,,,,
Malaysia,MYS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,0.617209971,0.623380005,,0.760049999,0.836359978,0.781499982,0.836939991,,,0.719590008,0.74703002,,,,,,,,,1.061689973,1.016289949,1.055979967,1.180739999,1.211269975,1.279850006,1.225149989,1.244420052,1.215350032,1.249729991,1.251399994,1.244150043,1.270230055,1.247720003,1.255470037,1.264729977,1.254089952,1.228909969,1.146819949,1.138499975,1.184360027,1.226340055,
North America,NAC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.701390028,0.702809989,0.73190999,0.782350004,0.810829997,0.840900004,0.841489971,0.913100004,0.963949978,1.007869959,1.046489954,1.073760033,1.089169979,1.086249948,1.096560001,1.112409949,1.127400041,1.143869996,1.162690043,1.176339984,1.209789991,1.213230014,1.215119958,1.212870002,1.211480021,1.219269991,1.225759983,1.232540011,1.238180041,1.240069985,1.243600011,1.248659968,1.263030052,1.274119973,1.286209941,1.294399977,1.297790051,1.295830011,1.288900018,1.28658998,1.281949997,1.277950048,1.280519962,1.270220041,1.263910055,1.261929989,1.256219983,1.264070034,1.267150044,1.267150044,
Namibia,NAM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41861999,,,1.35236001,1.336740017,,1.089810014,1.097640038,,,0.815630019,1.250280023,1.09276998,,0.849680007,0.849929988,,1.216160059,,,,,,1.395589948,1.420410037,1.421210051,1.494120002,,,
New Caledonia,NCL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,0.046009999,0.039500002,0.10684,0.103459999,0.156179994,0.165370002,0.173669994,0.155049995,0.167170003,0.142690003,0.130700007,0.194089994,0.165480003,,0.178880006,,0.168219998,0.146280006,,,,,,,,,,,,,0.324800014,0.326319993,0.356739998,0.304109991,0.340319991,0.368739992,0.371600002,0.399040014,0.422239989,0.381949991,,,0.478780001,0.559979975,0.492020011,0.414490014,0.636409998,
Nigeria,NGA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.35165,0.365720004,0.398699999,0.340030015,0.324149996,,,,,,,,,,0.781610012,,,,0.686720014,0.707400024,0.707319975,,,,,0.740010023,0.69194001,,,,,,,,,
Nicaragua,NIC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.485700011,0.485139996,0.504400015,0.527279973,0.573400021,0.525619984,0.480269998,0.549629986,,,,,0.891229987,0.834469974,0.916199982,1.230890036,1.245239973,1.176139951,,,1.065459967,0.961019993,0.983940005,,,1.050609946,,1.109599948,,,,,1.100020051,,,,,,,,,,,,,,,,,,
Netherlands,NLD,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.402079999,0.410809994,,,0.467810005,0.504310012,0.529489994,0.553860009,0.578270018,0.64222002,0.688160002,0.729700029,0.752449989,0.755360007,0.731029987,0.724330008,0.748700023,0.780430019,0.803680003,0.818560004,0.829330027,0.866519988,0.887639999,0.893790007,0.931919992,0.943050027,0.969309986,0.984730005,1.009850025,1.034929991,1.055230021,1.062420011,1.07475996,1.071689963,1.076830029,1.083610058,1.093400002,1.098850012,1.10382998,1.103680015,1.10405004,1.091560006,,,1.126350045,1.114220023,1.127769947,1.121269941,,
Norway,NOR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.461470008,0.479849994,0.514219999,0.549250007,0.59345001,0.63635999,0.786379993,0.822189987,0.843209982,0.908039987,0.958840013,0.989719987,0.999319971,1.024189949,1.047930002,1.121340036,1.097229958,1.169319987,1.169700027,1.177070022,1.156589985,1.16463995,1.168230057,1.17355001,1.200289965,1.219190001,1.248510003,1.262730002,1.283249974,1.312680006,1.336009979,1.346150041,1.347910047,1.343469977,1.343649983,1.349889994,1.364650011,1.380689979,1.387189984,1.380949974,1.369899988,1.366140008,1.333979964,1.309649944,1.313169956,1.32317996,1.328349948,1.323799968,,
Nepal,NPL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.259350002,,,,,,0.259990007,0.309379995,0.323139995,,,,,,,,,0.3741,,0.246189997,0.298599988,0.352450013,0.53915,0.519299984,,0.615260005,0.616909981,0.641830027,0.663869977,,0.807879984,,0.940789998,0.976989985,1.008999944,1.067080021,1.054620028,
Nauru,NRU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.679740012,0.716780007,0.521839976,0.52256,0.616259992,0.603500009,0.607969999,,,0.679809988,0.715810001,0.741940022,0.728359997,0.744650006,0.838180006,0.880469978,0.918160021,0.939419985,0.964519978,1.016389966,1.074280024,1.107439995,1.140599966,1.156700015,1.194970012,1.201959968,1.218780041,,,,,,,,,,,,,,,,,1.325799942,1.304610014,1.290510058,1.292880058,1.301699996,1.316740036,,
OECD members,OED,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.66614002,0.649070024,0.659539998,0.690270007,0.711430013,0.728980005,0.733089983,0.771049976,0.794219971,0.816190004,0.837000012,0.85759002,0.869449973,0.87845999,0.88827002,0.898999989,0.909839988,0.925000012,0.941579998,0.959800005,0.989769995,0.996739984,1.018790007,1.039450049,1.031720042,1.048779964,1.066869974,1.072039962,1.066009998,1.072370052,1.076079965,1.086140037,1.108530045,1.120219946,1.130749941,1.137549996,1.142889977,1.14546001,1.145779967,1.150069952,1.152879953,1.154019952,1.154870033,1.146989942,1.143219948,1.142160058,1.138440013,1.142379999,1.14673996,1.149639964,
Oman,OMN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,0.116439998,0.201089993,0.078510001,0,0.085670002,0.039949998,0.468629986,0.730570018,0.61619997,0.66535002,0.687699974,0.891569972,0.950290024,0.974529982,1.156380057,1.172950029,1.243929982,1.149410009,1.023769975,1.000229955,0.940750003,,,,,0.739790022,1.096959949,1.062139988,1.070420027,1.191609979,,1.278669953,1.305729985,1.313570023,,1.450670004,1.497550011,1.476959944,1.460450053,1.510139942,1.52531004,1.462530017,
Other small states,OSS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.861530006,0.896399975,0.885919988,0.893859982,0.893939972,0.893019974,0.912810028,0.911239982,0.915390015,0.924319983,0.942749977,0.934580028,0.923749983,0.93949002,0.95559001,0.983519971,1.005120039,1.007560015,1.023079991,1.033069968,1.031049967,1.027330041,1.067659974,1.058009982,1.080379963,1.116780043,1.119349957,1.111989975,1.152209997,1.148460031,1.155099988,1.193809986,1.221349955,1.204480052,1.201719999,1.20547998,1.18441999,1.209759951,1.222149968,1.217540026,1.219069958,1.221469998,1.259829998,1.274379969,1.289369941,1.31400001,1.316419959,1.339599967,1.336320043,1.33683002,
Pakistan,PAK,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.288230002,0.313910007,0.311690003,0.324119985,0.344370008,0.323720008,0.363599986,0.38617,0.372979999,0.388370007,,,,,,0.373540014,0.368690014,0.387760013,,0.405640006,,0.268730015,,,,,,,,,,,0.803319991,0.788190007,0.869719982,0.847800016,0.847469985,0.847259998,0.847050011,,0.924830019,0.957620025,0.980729997,1.060089946,0.874130011,0.871720016,0.869639993,0.870880008,,
Panama,PAN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.754880011,0.754159987,0.777719975,1.028939962,1.061550021,1.013470054,1.068210006,1.081419945,1.142390013,1.171519995,1.197630048,1.169780016,1.200929999,1.313490033,1.23664999,1.285850048,,1.354259968,1.284960032,,,,,,1.33506,,,,1.356150031,1.376369953,1.413319945,1.420860052,1.414989948,1.375859976,1.401849985,1.389400005,1.382089972,1.372009993,1.347440004,1.344169974,1.346539974,1.354259968,1.354290009,,1.370079994,1.364650011,1.363250017,,,,
Peru,PER,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.53293997,0.529789984,0.497599989,0.493910015,0.498160005,0.483570009,0.451559991,,,,0.556869984,,,,,,,,,,,,,,,,,,,,,1.002210021,1.082239985,1.079640031,1.034090042,1.035290003,1.075029969,,,,,,,,,,1.065649986,1.054200053,,,
Philippines,PHL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,1.242840052,,1.221879959,,,,,,1.151389956,1.151550055,1.165580034,1.167850018,,,,,,,,,,1.329480052,,,1.272349954,1.265190005,,1.24574995,1.210260034,,1.091400027,1.230069995,1.22025001,1.217450023,1.186879992,1.19746995,,1.195070028,1.190089941,1.199880004,1.192260027,1.185520053,1.206470013,1.21905005,,,1.238549948,,,
Palau,PLW,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.602130055,1.499529958,1.522480011,,,,,,,,,,,1.338619947,,,,,,,
Papua New Guinea,PNG,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,0.295139998,,,0.315880001,0.306019992,0.314220011,0.337680012,,,,,,,,,0.46529001,0.66861999,,0.578760028,0.570100009,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.929340005,0.919139981,1.017169952,1.090989947,1.15012002,1.185680032,1.220669985,1.217640042,1.227280021,1.232349992,1.240479946,1.241070032,1.220600009,1.223590016,1.228950024,1.236310005,1.24327004,1.250800014,1.246770024,1.320160031,1.246930003,1.262060046,1.234969974,1.268290043,1.292109966,1.312280059,1.316580057,1.270020008,1.275269985,1.290480018,1.30490005,1.30163002,1.299649954,1.292639971,1.291939974,1.289459944,1.289510012,1.296239972,1.305870056,1.342810035,1.36266005,1.36432004,1.363759995,1.351099968,1.34010005,1.337360024,1.335960031,1.339400053,,
Pre-demographic dividend,PRE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.612469971,0.59732002,0.570420027,0.545300007,0.544430017,0.540300012,0.543540001,0.528299987,0.51049,0.490170002,0.476249993,0.467909992,0.46074,0.459340006,0.457509995,0.437240005,0.461789995,0.486680001,0.46627,0.453310013,0.462989986,0.469529986,0.48063001,0.490680009,0.502730012,0.51700002,0.534319997,0.551720023,0.573689997,0.595350027,0.600639999,0.596340001,0.600989997,0.593959987,0.609539986,0.613259971,0.625569999,0.622229993,0.619599998,0.613139987,0.624920011,0.612469971,0.634050012,0.640179992,0.635110021,0.642369986,0.654500008,0.657599986,0.665759981,,
Puerto Rico,PRI,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.374140024,1.357239962,1.357470036,1.322530031,1.309720039,1.304960012,1.305699944,1.301980019,1.305490017,1.313410044,,1.366080046,,
"Korea, Dem. People’s Rep.",PRK,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504299998,,,,,,0.551020026,,,0.512510002,,
Portugal,PRT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.740859985,0.804470003,0.874279976,0.925650001,0.763670027,0.814140022,0.763469994,0.746259987,0.904569983,0.919340014,0.947099984,0.99831003,1.017660022,1.18343997,1.12026,1.147340059,1.07246995,,,,1.223170042,1.361250043,1.233780026,1.257179976,1.250959992,1.247900009,,1.235120058,1.232270002,1.252349973,1.268859982,1.270920038,1.260630012,1.246279955,1.234949946,1.220499992,1.177770019,1.161139965,1.154620051,1.153599977,1.159420013,1.153710008,1.132809997,1.135920048,1.117300034,1.103270054,1.111809969,1.124609947,,
Paraguay,PRY,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.731580019,,,,,,,,,,,,,,,,,,,,,,,0.853100002,,,1.195530057,,,1.280670047,1.273259997,1.282520056,1.293290019,1.282660007,1.262789965,1.12559998,,1.267629981,1.271600008,1.313009977,1.299399972,,,,,,,,,,
West Bank and Gaza,PSE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802640021,0.827790022,0.831330001,0.869490027,0.904039979,0.937730014,0.956700027,1.018509984,1.018540025,1.01857996,1.136790037,1.172209978,1.177839994,1.232190013,1.251530051,1.274119973,1.291859984,1.332900047,1.355859995,1.364969969,1.371620059,1.381940007,1.364789963,1.388970017,
Pacific island small states,PSS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.816640019,0.941969991,0.745289981,0.741750002,0.615729988,0.598070025,0.613960028,0.631810009,0.635810018,0.583029985,0.618659973,0.524580002,0.77888,0.874159992,0.908280015,0.905560017,0.880079985,0.876100004,0.874580026,0.875360012,0.841480017,0.829990029,0.849439979,0.869799972,0.891179979,0.913929999,0.937359989,0.963100016,0.989539981,1.023499966,1.049489975,1.067960024,1.094980001,1.124130011,1.121559978,1.120980024,1.120499969,1.119500041,1.117869973,1.115970016,,,,,,,,,,,
Post-demographic dividend,PST,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.728460014,0.710089982,0.720619977,0.749610007,0.768890023,0.78719002,0.789889991,0.827970028,0.851440012,0.872070014,0.889880002,0.909919977,0.922119975,0.929750025,0.938799977,0.951849997,0.962390006,0.976189971,0.99338001,1.009080052,1.037619948,1.044739962,1.064779997,1.085649967,1.073029995,1.086500049,1.105970025,1.111060023,1.099030018,1.101040006,1.102100015,1.109889984,1.132429957,1.145939946,1.161270022,1.16952002,1.177250028,1.183009982,1.184739947,1.18877995,1.188809991,1.185439944,1.185310006,1.180780053,1.176910043,1.17790997,1.175969958,1.181890011,1.184200048,1.188730001,
French Polynesia,PYF,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,1.709730029,1.690619946,,,1.70618999,1.664379954,1.630370021,1.63846004,1.688330054,1.675320029,1.654809952,1.692499995,1.702450037,1.697909951,1.722890019,1.710759997,1.784749985,1.806169987,1.81396997,1.821539998,1.814039946,1.784250021,1.739359975,1.704820037,,1.704849958,1.734920025,1.754830003,1.745810032,1.71281004,1.710080028,1.778259993,1.80577004,1.830890059,1.830129981,1.830150008,1.842339993,1.837370038,1.846449971,1.858430028,1.865739942,1.870609999,1.872169971,1.870569944,
Romania,ROU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.777760029,0.778779984,0.704320014,0.825500011,0.801039994,0.841600001,0.825240016,0.823880017,0.780960023,0.784640014,0.772140026,0.778739989,0.769389987,0.795220017,0.808920026,0.849669993,0.907649994,0.928040028,0.963360012,0.975660026,0.933149993,0.890250027,0.91614002,0.913820028,0.935100019,1.058680058,1.042770028,1.044890046,1.084499955,1.112910032,1.171079993,1.198459983,1.197280049,1.213289976,1.208989978,1.233639956,1.254889965,1.263630033,1.263890028,1.271000028,1.260820031,1.212790012,1.20310998,1.202890038,1.202170014,1.21115005,1.210160017,1.214959979,,
Russian Federation,RUS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,1.17189002,,,,,,,,,,1.23506999,,,,,1.279170036,,,,,1.184949994,1.183150053,1.19058001,,,,,,,,1.231349945,1.259829998,1.233800054,1.269160032,1.271839976,1.269659996,1.266049981,1.265480042,1.260229945,,1.251960039,1.214290023,1.191619992,1.166650057,1.169770002,1.157870054,1.158069968,1.152310014,,
Rwanda,RWA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.101740003,,0.116910003,0.177619994,0.137830004,,0.095519997,0.096110001,,0.098119996,0.105760001,,,0.151050001,0.164790004,0.152669996,0.184809998,0.215110004,0.249439999,0.227109998,,,,,,,,,,,0.476720005,0.477990001,0.525960028,0.575309992,,,,,0.765500009,0.776730001,0.751950026,0.80607003,0.795360029,0.839169979,0.788070023,0.774779975,0.895070016,0.806819975,0.835680008,
South Asia,SAS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.278860003,0.280539989,0.28362,0.284869999,0.294440001,0.308389992,0.320380002,0.34503001,0.348839998,0.362520009,0.361090004,0.372570008,0.405510008,0.398600012,0.397210002,0.423119992,0.433409989,0.432660013,0.459199995,0.466259986,0.479250014,0.48973,0.496470004,0.506739974,0.517549992,0.52996999,0.572409987,0.585080028,0.606130004,0.62650001,0.643589973,0.669879973,0.680750012,0.669860005,0.667089999,0.709819973,0.723269999,0.704550028,0.706839979,0.714299977,0.739830017,0.792370021,0.875680029,0.926360011,0.967540026,0.961979985,0.967630029,0.989449978,1.011340022,1.044319987,
Saudi Arabia,SAU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.094140001,0.121880002,0.14452,0.164790004,0.192120001,0.281239986,0.321179986,0.310739994,0.356469989,0.386400014,0.444869995,0.488609999,0.53767997,0.619740009,0.658529997,0.722360015,0.795650005,,,,1.062119961,0.851769984,1.011039972,0.895600021,0.90970999,0.905740023,0.88549,1.110910058,1.188359976,1.22913003,1.190080047,1.246359944,1.330890059,1.348219991,1.326380014,1.314949989,1.224740028,1.222869992,1.216330051,1.132879972,1.083729982,1.014799953,0.966180027,0.992659986,1.012290001,1.005769968,0.990090013,1.050650001,1.072569966,
Sudan,SDN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.110810041,1.187549949,1.134600043,1.153669953,1.135259986,1.116639972,1.114599943,1.160230041,1.157109976,1.083119988,1.117799997,1.147140026,1.045060039,1.112210035,1.103240013,1.060119987,1.016420007,,,,,
Senegal,SEN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.205029994,0.194000006,,,,,0.251639992,0.238159999,,0.230839998,0.225730002,0.227180004,,0.254310012,0.262410015,,,,,,,0.3213,,,,,,,,,,,,,,0.453000009,0.518700004,0.534319997,0.574729979,0.582799971,0.578459978,0.57814002,0.578660011,0.585070014,0.593299985,0.590659976,0.599839985,0.676370025,0.75019002,
Singapore,SGP,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.448500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.140390038,1.134410024,1.131049991,,
Solomon Islands,SLB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.191039994,0.166869998,0.16832,0.175760001,0.208690003,0.186130002,,,,,,,,0.308640003,0.308990002,,,,,,,,,,,,,,,0.844929993,0.410699993,0.415089995,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,0.411559999,0.412640005,0.486059994,,,0.459699988,,,,0.59604001,0.716480017,0.74138999,0.731490016,0.711979985,,,,,,,,0.930859983,0.971589983,0.958809972,,1.136029959,1.132400036,1.100739956,1.093600035,1.091109991,1.075500011,1.093770027,1.104349971,1.104949951,1.111230016,1.104490042,1.099030018,1.096269965,1.081230044,1.07336998,1.080829978,1.088850021,1.096840024,1.107460022,1.10563004,1.115739942,,
San Marino,SMR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.330430031,,,,,,,,1.308400035,,1.331990004,1.346480012,1.28718996,,,,,,0.740440011,0.770789981,
Somalia,SOM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,0.150360003,,,0.125850007,0.11727,,,,,,,,,,,0.248290002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.173949957,1.194190025,1.233870029,1.240389943,1.229570031,1.223690033,1.223960042,1.229650021,1.226500034,1.22984004,1.240560055,1.244760036,1.246819973,1.234899998,1.249969959,1.239150047,1.261890054,1.275470018,1.281509995,
Sub-Saharan Africa (excluding high income),SSA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.687349975,0.684960008,0.665009975,0.649969995,0.637160003,0.626290023,0.617330015,0.604659975,0.587069988,0.569779992,0.563009977,0.550750017,0.546130002,0.545270026,0.544830024,0.536580026,0.53470999,0.546930015,0.527249992,0.523760021,0.520060003,0.536880016,0.555549979,0.570609987,0.605250001,0.622039974,0.639810026,0.655219972,0.677940011,0.699199975,0.699919999,0.691299975,0.697700024,0.683170021,0.693289995,0.695840001,0.707109988,0.706640005,0.699370027,0.706459999,0.703880012,0.688600004,0.712300003,0.722459972,0.722169995,0.732460022,0.74296999,0.752210021,0.764840007,,
South Sudan,SSD,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
